question,options,correct_letter,original_letter,original_correct,word_perturbed_question,word_letter,word_perturbed_correct,char_perturbed_question,char_letter,char_perturbed_correct,clare_perturbed_question,clare_letter,clare_perturbed_correct,perturbation_pct
Insufficient closure of the flasks during packing of denture base resin can result in:,"['Poor colour stability', 'Less polymerization shrinkage', 'Increase in vertical dimension', 'Decrease in vertical dimension']",C,C,1,deficient occlusion of the flask during boxing of plate cornerstone resin can effect in:,D,0,Insufficiont clZosure of the flassk during pakcing of dentue bse qesin can result in:,C,1,Insufficient closure of the flasks during packing processing of denture base resin can result in:,C,1,50
"A girl comes with symptoms of involuntary movements. Sydenham's chorea and acute rheumatic fever is suspected. Other major criteria of rheumatic fever (ahritis, skin rashes, subcutaneous nodules and carditis) were absent. No evidence of sore throat. Best investigation to prove rheumatic etiology is:","['Antistreptolysin S', 'Antistreptolysin O', 'Throat culture', 'PCR for M protein']",B,D,0,"ampere miss seed with symptoms of involuntary campaign. Sydenham's chorea and needlelike rheumatoid febricity is mistrust. Other major measure of arthritic fever (ahritis, shin rash, hypodermic nodule and carditis) were abstracted. nobelium certify of painful throat. secure investigation to testify rheumatic aetiology is:",B,1,"A gigrl coTes with smptoms of involuntarvy movments. Sydenahm's chorea and cute rheumatiNc fever is suspected. Ohter majRr criteria of rZeumatic feveur (ahrits, sqkin rashes, subcutaneous odules and carditis) were absent. oN evidenec of sore throat. Bets investigatoin to pRrove rheumatic etiolgoy is:",D,0,"A girl comes with symptoms of involuntary movements. Sydenham's chorea and acute rheumatic fever is suspected. Other major criteria of rheumatic fever (ahritis, cold skin rashes, subcutaneous nodules and carditis) were absent. No evidence whatsoever of sore ling. Best investigation to prove rheumatic etiology is:",D,0,50
Concentration of adrenaline in local anaesthetic solution for achieving haemostasis & vasoconstriction at surgical site?,"['1:20000', '1:50000', '1:80000', '1:100000']",B,A,0,denseness of epinephrine in local anaesthetic resolution for achieve hemostasia & vasoconstriction at operative locate?,A,0,Concentrateion of adrenanline in lcoal aanesthetic oslution for achieving haemostasAis & vsaoconstriction at surgical site?,A,0,Concentration of adrenaline in local anaesthetic solution for abdominal haemostasis & vasoconstriction at surgical site?,A,0,50
Following are the essential amino acids:,"['Phenylalanine, Tryptophan, Lysine', 'Phenylalanine, Asparagine, Methionine', 'Phenylalanine, Valine, Glycine', 'Histidine, Glutamine, Valine']",A,A,1,survey are the necessary amino dot:,A,1,Followin are the essential akmino caids:,D,0,Following are the desired amino acids:,B,0,50
A patient of septic shock was given intravenous norepinephrine. The response to this drug is best checked by:,"['Increase in hea rate', 'Decrease in hea rate', 'Increase in mean aerial pressure', 'Decreased renal perfusion and reduced urine output']",C,C,1,angstrom patient of infected cushion was generate intravenous noradrenaline. The answer to this dose is outflank delay by:,D,0,A pJtient of seutic shoc was given intravenosu norepinephrine. he Cesponse to this durg is Rest chnecked by:,C,1,A patient of antidepressant septic shock was given intravenous norepinephrine. The response to this drug is best checked by:,C,1,50
Which of the following is not used as an antiflux?,"['Graphite', 'Boric acid', 'Iron oxide', 'Calcium carbonate with alcohol']",B,D,0,Which of the succeed is not habituate as an antiflux?,D,0,Whcih of the followiMg is not uEed as an atiflux?,B,1,Which of the following is not used as promoting an antiflux?,D,0,50
Millennium development goal was adopted in which year?,"['1977', '2000', '1984', '2004']",B,B,1,Millennium evolution destination was follow in which class?,B,1,Millennium Tdevelopment goaw was aOopted in which yera?,C,0,Millennium development roadmap goal was adopted in which year?,B,1,50
Splinting of cervical root fracture is done for,"['40 days', '4 months', '4 weeks', '14 days']",B,D,0,splint of cervical solution cracking is coif for,D,0,Spdlinting of cerviacl root rfacture is vone for,D,0,Splinting of primary cervical root fracture is done for,B,1,50
"The drug for choice for treatment of infection
involving	non-penicillinase	producing
staphylococcus is:","['Ampicillin', 'Erythromycin', 'Penicillin G', 'Methicillin sodium']",C,C,1,"The drug for quality for intervention of transmission
need	non-penicillinase	develop
staphylococci is:",D,0,"Tce drug for choFce for treatment of infectTon
involving	non-peicillinase	prodbcing
staphylNcoccus is:",D,0,"The remedy for choice for treatment of infection
involving	non-penicillinase	producing
staphylococcus is:",C,1,50
what does not occur in 5'- 3'direction?,"['DNA repair', 'DNA replication', 'RNA editing', 'Transcription']",C,C,1,what does not hap in 5'- 3'direction?,C,1,what does not occMur in 5-' 3'directio?,C,1,what does not occur in 5'- phase 3'direction?,C,1,50
"A 60-year old male presents with painful, 141 oupet. vesicles over erythematous plaques in T3 dermatome region of trunk. Which of the following would be the most likely causative organism?","['Varicella zoster', 'Herpes simplex', 'Pox virus', 'Papilloma virus']",A,A,1,"adenine 60-year sure-enough manly pose with atrocious, 141 oupet. cyst over erythematous brass in T3 dermatome neighborhood of torso. Which of the accompany would be the most probably causative being?",A,1,"A 60-yeacr odl malde prnsents with painful, 41 oJpet. vesiclIs over erythematous laques in hT3 dermtome redgion of trun. Whcih of the following would be the most likelT causativYe organism?",A,1,"A female 60-year old male presents with severe, 141 oupet. vesicles over erythematous plaques in T3 dermatome region of trunk. Which of the following would be the most likely causative organism?",A,1,50
"Child is Evasive and dawdling, what could be the child's mother behavior:","['Overprotective mother.', 'Authoritarian mother.', 'Rejecting mother.', 'Underaffectionate mother.']",B,A,0,"kid is evasive and trifling, what could be the child's beget demeanour:",D,0,"ChiKd is EJasive and dawdlnig, what could be the hild's omther bPhavior:",A,0,"Child is Evasive and dawdling, what could be the child's mother asks:",A,0,50
Which of the following is the least useful for diagnosis of Spondylolisthesis?,"['CT', 'MR', 'X-ray lumbar spine- AP view', 'X-ray lumbar spine- Lateral view']",C,C,1,Which of the pursual is the least utilitarian for diagnosing of spondylolisthesis?,C,1,Whihh of the fololwing is the laest puseful for diagdnosis of Spondylloisthesis?,B,0,Which of the following is the least notably useful for diagnosis of Spondylolisthesis?,A,0,50
Common sign of occlusal trauma (TFO) is,"['Tooth mobility', 'Fractures of cusps', 'Resorption of alveolar ridge', 'Widening of P.D ligament']",A,A,1,unwashed signalise of occlusal hurt (TFO) is,A,1,Comon fign of occlusal rauma (TFO) is,A,1,greatest sign of occlusal trauma (TFO) is,B,0,50
"According to the WHO definition of hearing loss, what is the value to classify as profound hearing loss?","['61-71 dB', '>81 dB', '>91 dB', '>101 dB']",B,B,1,"according to the WHO definition of hear release, what is the evaluate to separate as heavy hear departure?",B,1,"Apccording to the WHU defniition of hearnig lss, what is the avlue to Alassify as proEound hearinN loss?",B,1,"According to the WHO definition of hearing loss, what is the value to classify suicide as profound hearing loss?",D,0,50
Annealing is also known as:,"['Soft hardening treatment', 'Hard hardening treatment', 'Precipitating heat treatment', 'Stress relieving heat treatment']",A,D,0,annealing is also screw as:,A,1,Annealing is alMo nkown as:,D,0,Annealing is is also known as:,D,0,50
Indirect retainers are situated:,"['As far anteriorly from the fulcrum line', 'As close to the fulcrum line', 'At the canine region', 'At the mesial marginal ridge of the premolars in the class I case']",A,A,1,Indirect consideration are deposit:,A,1,Indirecc retainerW are situated:,A,1,Indirect retainers are usually situated:,A,1,50
Under National Health Mission which committee makes plan for village health?,"['Panchayat health committee (PHC)', 'Village health planning and management committee (VHPMC)', 'Village health sanitation and nutrition committee (VHSNC)', 'RogiKalyan Samiti']",C,C,1,Under national wellness delegation which committee hit program for village health?,C,1,Under Natioanl HealtE MissioW which committee makes plan for villag headth?,B,0,Under Parliamentary Health Mission which committee makes plan for village health?,C,1,50
Eutectic mixture of 2.5% lignocaine and 2.5% prilocaine is used for,"['Gow gates technique for mandibular nerve block', 'Gasserion ganglion block', 'Intraputpal anesthesia', 'For anesthetizing intact mucosa']",D,D,1,Eutectic miscellanea of deuce.quintuplet% lignocaine and deuce.fivesome% prilocaine is utilize for,D,1,EutCectic mihture of 2.5% lignoHcaine and 2.5% pwrilocaine is wsed for,D,1,the mixture of 2.5% lignocaine and 2.5% prilocaine is used for,D,1,50
"In a group of 100 people, the average GFR is 85 ml/ min with a standard detion of 25. What is the range for 90% confidence interval?","['81-89', '80-90', '75-95', '70-100']",A,C,0,"in a aggroup of century multitude, the intermediate GFR is lxxxv millilitre/ minute with a criterion detion of twenty-five. What is the drift for XC% sureness interval?",B,0,"n a group of 100 geople, the averge QGFR is 58 ml/ Jmin with a standard Getion of 52. hat is the rang for 9N% confidnece intervaE?",C,0,"In describing a group of 100 people, the average GFR is 85 ml/ min with a standard detion of 25. What is the range for 90% confidence interval?",C,0,50
Embrasure characterized by a slight to moderate recession of interdental papilla are:,"['Type I', 'Type II', 'Type III', 'Type IV']",B,B,1,embrasure characterise by a tenuous to restrained corner of interdental papilla are:,B,1,Embrasure charcterized by a sliKht to moderrate receszion of intredental apilla are:,C,0,Embrasure characterized by a slight to moderate recurrent recession of interdental papilla are:,B,1,50
Scaphoid fracture at waist with retrograde blood supply. Which segment is most susceptible to avascular necrosis?,"['Proximal', 'Distal', 'Middle', 'Scaphoid tubercle']",A,A,1,navicular cracking at shank with regress bloodline append. Which section is most susceptible to avascular mortification?,C,0,Scapoid fratcure at waiJst with retrogracde blod suppy. Which segment is most susceptble to avascular necross?,A,1,Scaphoid fracture at waist with retrograde damaged blood supply. Which segment is most susceptible to avascular necrosis?,A,1,50
An elderly male presents with T3NO laryngeal carcinoma. What would be the management?,"['Neoadjuvant chemotherapy followed by radiotherapy', 'Concurrent chemoradiotherapy', 'Radical radiotherapy followed by chemotherapy', 'Radical radiotherapy without chemotherapy']",B,B,1,AN aged manlike give with T3NO laryngeal carcinoma. What would be the direction?,B,1,n elderlIy mael presents with T3NO laryngeal carrcinoma. What woudl be the manageUment?,B,1,An elderly male presents with T3NO laryngeal carcinoma. What would rather be the management?,B,1,50
Which of the following is ture about afferent nerve fibers of pulp,"['Parasympathetic post ganglionic', 'Sympathetic post ganglionic', 'Parasympathetic pre ganglionic', 'Sympathetic preganglionic']",B,D,0,Which of the surveil is ture about afferent brass character of mush,D,0,Which of the folloing is tre about afferenyt Inerve fiebrs of pulbp,D,0,Content of the following is ture about afferent nerve fibers of pulp,D,0,50
"If multiple myeloma is suspected in a patient's history and intraoral radiograph, which of the following radiographs should be taken to confirm the diagnosis?","['Lateral skull', 'Anterior posterior view', 'Lateral oblique', 'Posterior anterior view']",A,A,1,"If multiple myeloma is suspect in a patient's story and intraoral skiagram, which of the survey shadowgraph should be have to support the diagnosing?",A,1,"IFf muWltiple myeoma is susppected in a patient's historOy and intreaoral radiogrvaph, which of the followng radiogqraphs should be tkaen to coQnfirm the Tdiagnosis?",C,0,"If multiple myeloma is suspected in a patient's history and intraoral radiograph, which of the following radiographs should be taken to confirm on the diagnosis?",A,1,50
